날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2026-02-04,09:17,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-03,20:08,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2026-02-03,07:52,지출,온라인쇼핑,앱스토어,CURSOR,-296062,KRW,Air One (에어원) 스카이패스,
2026-02-02,12:15,지출,자동차,미분류,공공서비스,-3300,KRW,Air One (에어원) 스카이패스,
2026-02-02,11:06,지출,금융,은행,환전지갑신청(0996CCS262218822),-7300250,KRW,저축예금,
2026-02-02,09:26,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-11600,KRW,카카오페이 간편결제,
2026-02-02,07:17,지출,금융,은행,환전지갑신청(0996CCS262217909),-7272700,KRW,저축예금,
2026-02-02,04:43,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-02-02,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-02-01,16:43,지출,여행/숙박,해외결제,외화사신금액,-7277700,KRW,저축예금,
2026-02-01,13:20,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-29920,KRW,Air One (에어원) 스카이패스,
2026-02-01,05:06,지출,주거/통신,휴대폰,자동결제2_다날1,-2166,KRW,Air One (에어원) 스카이패스,
2026-01-31,15:32,지출,생활,마트,롯데쇼핑(주)롯데마트맥스 금천점,-13500,KRW,Air One (에어원) 스카이패스,
2026-01-31,12:59,이체,이체,미분류,이용숙,300000,KRW,신한 주거래 우대통장(S-lite),
2026-01-31,08:47,지출,금융,카드,신한카드_충전,-20000,KRW,신한 주거래 우대통장(S-lite),
2026-01-30,18:09,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-23140,KRW,Air One (에어원) 스카이패스,
2026-01-30,08:41,이체,현금,미분류,004.송영애,-800000,KRW,신한 주거래 우대통장(S-lite),
2026-01-29,21:24,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-3800,KRW,Air One (에어원) 스카이패스,
2026-01-29,14:07,지출,카페/간식,커피/음료,커피볶는 시골커피 서울용산점,-10000,KRW,Air One (에어원) 스카이패스,
2026-01-29,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1540,KRW,Air One (에어원) 스카이패스,
2026-01-28,11:53,지출,생활,생필품,주식회사 아성다이소,-23000,KRW,Air One (에어원) 스카이패스,
2026-01-27,19:06,지출,교통,대중교통,티머니GO,-49000,KRW,네이버페이 간편결제,
2026-01-27,19:06,지출,교통,대중교통,티머니GO,-49000,KRW,네이버페이 간편결제,
2026-01-27,15:17,지출,주거/통신,관리비,KB아파트관리비,-221530,KRW,KT DC Plus KB국민카드,
2026-01-27,14:29,지출,금융,증권/투자,358부9614도공,-4300,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,14:02,지출,생활,편의점,씨유(CU)상동해피점,-5300,KRW,Air One (에어원) 스카이패스,
2026-01-27,11:58,지출,자동차,미분류,공공서비스,-1500,KRW,Air One (에어원) 스카이패스,
2026-01-27,10:37,지출,생활,생필품,주식회사 아성다이소,-2000,KRW,Air One (에어원) 스카이패스,
2026-01-27,10:24,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,10:23,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,10:22,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,10:21,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,10:20,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,10:18,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-27,06:06,지출,여행/숙박,항공권,311234455656,-48988,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,22:24,이체,저축,미분류,THIDA TUN,6000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,20:26,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-17300,KRW,Air One (에어원) 스카이패스,
2026-01-26,19:11,지출,금융,보험,NH손보103회,-43470,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,18:51,지출,금융,카드,현대카드(주),-1483051,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,18:51,지출,금융,카드,현대카드(주),-13100,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,18:48,이체,카드대금,미분류,KB카드출금,-255610,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,18:35,지출,금융,이자/대출,한국장학재단,-59050,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,18:01,이체,카드대금,미분류,신한카드,-2925520,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,11:20,지출,생활,편의점,GS25 송도AT센터점,-9750,KRW,Air One (에어원) 스카이패스,
2026-01-26,06:12,지출,금융,증권/투자,311243546349,-73720,KRW,신한 주거래 우대통장(S-lite),
2026-01-26,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-01-25,12:17,지출,뷰티/미용,헤어샵,하르르,-9000,KRW,Air One (에어원) 스카이패스,
2026-01-25,11:35,지출,카페/간식,커피/음료,(주)에스씨케이 컴퍼니,-30000,KRW,Air One (에어원) 스카이패스,
2026-01-25,11:10,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-24120,KRW,Air One (에어원) 스카이패스,
2026-01-25,02:31,지출,온라인쇼핑,서비스구독,Netflix.com,-17000,KRW,Air One (에어원) 스카이패스,
2026-01-24,19:38,지출,생활,편의점,씨유(CU)상동해피점,-6040,KRW,Air One (에어원) 스카이패스,
2026-01-24,12:44,지출,자동차,주차,스마트로-세외수입(비인증),-850,KRW,Air One (에어원) 스카이패스,
2026-01-24,12:32,지출,식비,한식,우럼마왕만두,-6000,KRW,Air One (에어원) 스카이패스,
2026-01-24,12:28,지출,의료/건강,약국,메디팜하나로약국,-2500,KRW,Air One (에어원) 스카이패스,
2026-01-24,12:24,지출,의료/건강,소아과,이현주소아청소년과의원,-5800,KRW,Air One (에어원) 스카이패스,
2026-01-24,04:43,수입,금융수입,미분류,이자,1,KRW,MY 입출금통장,
2026-01-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2026-01-23,17:09,지출,생활,편의점,씨유(CU)상동해피점,-5000,KRW,Air One (에어원) 스카이패스,
2026-01-23,12:25,지출,의료/건강,운동,서울건강,-180000,KRW,Air One (에어원) 스카이패스,
2026-01-23,06:42,지출,생활,편의점,씨유(CU)상동해피점,-1000,KRW,Air One (에어원) 스카이패스,
2026-01-23,03:54,수입,급여,미분류,급여,6258742,KRW,신한 주거래 우대통장(S-lite),
2026-01-22,12:37,지출,식비,식재료,씨제이프레시웨이주식회사,-8600,KRW,Air One (에어원) 스카이패스,
2026-01-22,11:53,지출,문화/여가,취미/체험,소풍,-26700,KRW,Air One (에어원) 스카이패스,
2026-01-22,10:31,이체,저축,미분류,THIDA TUN,5800000,KRW,신한 주거래 우대통장(S-lite),
2026-01-22,10:30,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-22,09:57,이체,이체,미분류,*****,1,KRW,신한 주거래 우대통장(S-lite),
2026-01-22,09:25,지출,여행/숙박,해외결제,외화사신금액,-7340300,KRW,저축예금,
2026-01-22,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-21,16:37,지출,식비,식재료,씨제이프레시웨이주식회사,-5000,KRW,Air One (에어원) 스카이패스,
2026-01-21,11:53,지출,금융,은행,환전지갑신청(0996CCS261170037),-7373850,KRW,저축예금,
2026-01-21,11:17,지출,금융,은행,환전지갑신청(0996CCS261169768),-7372350,KRW,저축예금,
2026-01-21,10:44,지출,여행/숙박,해외결제,외화사신금액,-7362850,KRW,저축예금,
2026-01-21,00:00,지출,교통,대중교통,모바일_삼성페이_후불유통,-300,KRW,Air One (에어원) 스카이패스,
2026-01-21,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1540,KRW,Air One (에어원) 스카이패스,
2026-01-20,16:44,지출,온라인쇼핑,인터넷쇼핑,(주)케이지이니시스,-178960,KRW,카카오페이 간편결제,
2026-01-20,16:12,지출,뷰티/미용,헤어샵,하르르헤어,-1900,KRW,네이버페이 간편결제(포인트),
2026-01-20,16:12,지출,뷰티/미용,헤어샵,하르르헤어,-7100,KRW,네이버페이 간편결제,
2026-01-20,12:15,지출,식비,중식,팔보,-116000,KRW,Air One (에어원) 스카이패스,
2026-01-20,07:10,지출,금융,보험,KB손018 01,-13000,KRW,신한 주거래 우대통장(S-lite),
2026-01-20,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-4940,KRW,Air One (에어원) 스카이패스,
2026-01-19,18:29,지출,식비,치킨,빠빼루뽀빼루,-49500,KRW,Air One (에어원) 스카이패스,
2026-01-19,15:06,지출,식비,식재료,씨제이프레시웨이주식회사,-11500,KRW,Air One (에어원) 스카이패스,
2026-01-19,00:00,지출,교통,대중교통,모바일_삼성페이_후불유통,-300,KRW,Air One (에어원) 스카이패스,
2026-01-19,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-17,18:42,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-17,18:41,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-17,18:40,이체,저축,미분류,THIDA TUN,5800000,KRW,신한 주거래 우대통장(S-lite),
2026-01-17,17:18,지출,온라인쇼핑,인터넷쇼핑,당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2026-01-17,15:51,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-11600,KRW,카카오페이 간편결제,
2026-01-17,15:21,지출,패션/쇼핑,패션,비스타블루,-21000,KRW,Air One (에어원) 스카이패스,
2026-01-17,14:45,지출,패션/쇼핑,아울렛/몰,현대아울렛 송도점,-464000,KRW,Air One (에어원) 스카이패스,
2026-01-17,11:43,지출,교통,대중교통,인천교통공사,-600,KRW,Air One (에어원) 스카이패스,
2026-01-17,09:00,이체,저축,미분류,예금결산이자,4,KRW,우리 SUPER주거래 통장,
2026-01-17,00:00,지출,자동차,통행료,만월산터널,-800,KRW,Air One (에어원) 스카이패스,
2026-01-17,00:00,지출,교통,철도,고속철도(KTX)대전-서대전,23400,KRW,Air One (에어원) 스카이패스,
2026-01-17,00:00,지출,교통,철도,고속철도(KTX)대전-서대전,23700,KRW,Air One (에어원) 스카이패스,
2026-01-16,19:54,지출,교통,철도,한국철도공사,23400,KRW,카카오페이 간편결제,
2026-01-16,19:53,지출,교통,철도,한국철도공사,23400,KRW,네이버페이 간편결제,
2026-01-16,19:51,지출,교통,대중교통,티머니GO,-24500,KRW,네이버페이 간편결제,
2026-01-16,19:47,지출,교통,대중교통,티머니GO,-24500,KRW,네이버페이 간편결제,
2026-01-16,06:07,지출,교통,철도,한국철도공사,23700,KRW,네이버페이 간편결제,
2026-01-16,06:01,지출,교통,철도,한국철도공사,-23400,KRW,카카오페이 간편결제,
2026-01-16,06:01,이체,이체,미분류,카카오페이,-23400,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,21:45,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-52410,KRW,Air One (에어원) 스카이패스,
2026-01-15,20:56,지출,금융,은행,환전지갑신청(0996CCS261151940),-14703600,KRW,저축예금,
2026-01-15,19:23,지출,교통,철도,한국철도공사,-47100,KRW,네이버페이 간편결제,
2026-01-15,19:21,지출,교통,철도,한국철도공사,-47100,KRW,Air One (에어원) 스카이패스,
2026-01-15,17:32,이체,저축,미분류,THIDA TUN,4900000,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,17:31,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,12:21,지출,식비,한식,(주)에스와이에스홀딩스-이남장,-20000,KRW,Air One (에어원) 스카이패스,
2026-01-15,10:26,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,10:25,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,07:04,지출,주거/통신,인터넷,LGU+77651357,-33900,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,07:02,지출,주거/통신,인터넷,LGU+84273357,-10300,KRW,신한 주거래 우대통장(S-lite),
2026-01-15,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3400,KRW,Air One (에어원) 스카이패스,
2026-01-14,19:42,지출,생활,마트,홈플러스익스프레스  인천부개역점,-4580,KRW,Air One (에어원) 스카이패스,
2026-01-14,18:25,지출,금융,이자/대출,한국장학재단,-58510,KRW,신한 주거래 우대통장(S-lite),
2026-01-14,14:11,지출,식비,식재료,씨제이프레시웨이주식회사,-2000,KRW,Air One (에어원) 스카이패스,
2026-01-14,10:41,지출,자동차,통행료,한국도로공사,-4700,KRW,네이버페이 간편결제,
2026-01-14,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-13,19:44,지출,생활,마트,홈플러스익스프레스  인천부개역점,-2290,KRW,Air One (에어원) 스카이패스,
2026-01-13,09:57,지출,금융,세금/과태료,(사단법인)금융결제원,-619510,KRW,카카오페이 간편결제,
2026-01-13,09:57,지출,금융,세금/과태료,(사단법인)금융결제원,-138150,KRW,카카오페이 간편결제,
2026-01-13,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-12,18:28,지출,금융,이자/대출,한국장학재단,-60525,KRW,신한 주거래 우대통장(S-lite),
2026-01-12,12:08,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-32000,KRW,카카오페이 간편결제,
2026-01-12,08:58,지출,주거/통신,인터넷,KT유선상품자동납부,-36300,KRW,KT DC Plus KB국민카드,
2026-01-12,07:00,지출,온라인쇼핑,인터넷쇼핑,인천가스2601,-173520,KRW,신한 주거래 우대통장(S-lite),
2026-01-12,06:47,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-15600,KRW,카카오페이 간편결제,
2026-01-12,00:00,지출,교통,대중교통,모바일_삼성페이_후불유통,-300,KRW,Air One (에어원) 스카이패스,
2026-01-12,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3700,KRW,Air One (에어원) 스카이패스,
2026-01-11,11:13,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-18490,KRW,Air One (에어원) 스카이패스,
2026-01-10,20:06,지출,식비,양식,송도 수블라키아,-143000,KRW,Air One (에어원) 스카이패스,
2026-01-09,18:23,지출,생활,마트,홈플러스익스프레스  인천부개역점,-12900,KRW,Air One (에어원) 스카이패스,
2026-01-09,16:06,이체,이체,미분류,이수진,42700,KRW,NH주거래우대통장,
2026-01-09,12:02,지출,카페/간식,커피/음료,이디야용산원효점,-12400,KRW,Air One (에어원) 스카이패스,
2026-01-09,07:35,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-26350,KRW,Air One (에어원) 스카이패스,
2026-01-09,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3400,KRW,Air One (에어원) 스카이패스,
2026-01-08,19:29,이체,이체,미분류,김매화,-5000,KRW,신한 주거래 우대통장(S-lite),
2026-01-08,18:25,지출,금융,이자/대출,한국장학재단,-60059,KRW,신한 주거래 우대통장(S-lite),
2026-01-08,18:25,지출,금융,이자/대출,한국장학재단,-69435,KRW,신한 주거래 우대통장(S-lite),
2026-01-08,16:55,이체,현금,미분류,THIDA TUN,-60000,KRW,신한 주거래 우대통장(S-lite),
2026-01-08,15:11,이체,현금,미분류,THIDA TUN,-5000000,KRW,저축예금,
2026-01-08,12:13,이체,이체,미분류,이용순,60000,KRW,신한 주거래 우대통장(S-lite),
2026-01-08,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3700,KRW,Air One (에어원) 스카이패스,
2026-01-07,14:55,지출,온라인쇼핑,서비스구독,나이스정보통신 주식회사,-99000,KRW,카카오페이 간편결제,
2026-01-07,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-06,20:45,지출,생활,마트,홈플러스익스프레스  인천부개역점,-4790,KRW,Air One (에어원) 스카이패스,
2026-01-06,12:02,지출,문화/여가,도서,2층 라이브러리(2F Library),-7600,KRW,Air One (에어원) 스카이패스,
2026-01-06,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3390,KRW,Air One (에어원) 스카이패스,
2026-01-05,17:57,지출,문화/여가,스포츠,용산 탑 복싱,-200000,KRW,Air One (에어원) 스카이패스,
2026-01-05,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1540,KRW,Air One (에어원) 스카이패스,
2026-01-04,10:59,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-8700,KRW,Air One (에어원) 스카이패스,
2026-01-03,17:23,지출,식비,배달,(주)우아한형제들,-500,KRW,네이버페이 간편결제(포인트),
2026-01-03,17:15,지출,식비,배달,(주)우아한형제들,500,KRW,네이버페이 간편결제(포인트),
2026-01-03,17:12,지출,식비,배달,(주)우아한형제들,-500,KRW,네이버페이 간편결제(포인트),
2026-01-03,16:08,지출,자동차,미분류,공공서비스,-2200,KRW,Air One (에어원) 스카이패스,
2026-01-03,12:59,지출,생활,편의점,씨유 부평북부역점,-1700,KRW,Air One (에어원) 스카이패스,
2026-01-03,10:45,지출,의료/건강,약국,봄약국,-273000,KRW,Air One (에어원) 스카이패스,
2026-01-03,10:25,지출,의료/건강,내과/가정의학,서울아산가정의학과의원,-20000,KRW,Air One (에어원) 스카이패스,
2026-01-03,05:54,지출,자동차,통행료,한국도로공사,-2000,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-01-03,05:54,지출,자동차,통행료,서부내륙고속도로,-3700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-01-03,05:54,지출,자동차,통행료,제이서해안고속도로,-2900,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-01-03,01:39,지출,금융,이자/대출,한도대출이자,-176159,KRW,저축예금,
2026-01-03,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-3100,KRW,Air One (에어원) 스카이패스,
2026-01-01,17:30,이체,이체,미분류,이용순,-300000,KRW,신한 주거래 우대통장(S-lite),
2026-01-01,16:26,지출,식비,치킨,비에이치씨 공주유구점 (bhc 공주유구점),-22900,KRW,Air One (에어원) 스카이패스,
2026-01-01,16:20,지출,식비,피자,피자스쿨유구점,-30200,KRW,Air One (에어원) 스카이패스,
2026-01-01,12:40,지출,금융,증권/투자,0121476411378,-300000,KRW,신한 주거래 우대통장(S-lite),
2025-12-31,16:27,지출,온라인쇼핑,인터넷쇼핑,당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2025-12-31,12:30,지출,주거/통신,관리비,(재)우체국시설관리단,-4000,KRW,KT DC Plus KB국민카드,
2025-12-31,03:24,수입,급여,미분류,급여,3605999,KRW,신한 주거래 우대통장(S-lite),
2025-12-31,00:00,지출,교통,대중교통,12월지하철1건,-1950,KRW,Air One (에어원) 스카이패스,
2025-12-30,08:41,이체,현금,미분류,004.송영애,-800000,KRW,신한 주거래 우대통장(S-lite),
2025-12-29,19:38,지출,생활,편의점,씨유 부평북부역점,-3200,KRW,Air One (에어원) 스카이패스,
2025-12-29,06:06,지출,여행/숙박,항공권,311234455656,-47408,KRW,신한 주거래 우대통장(S-lite),
2025-12-28,18:58,지출,여행/숙박,해외결제,외화사신금액,-7247650,KRW,저축예금,
2025-12-28,18:45,지출,주거/통신,관리비,환전지갑신청(0996CCS25D074698),-14475200,KRW,저축예금,
2025-12-28,16:34,이체,저축,미분류,THIDA TUN,2400000,KRW,신한 주거래 우대통장(S-lite),
2025-12-28,16:33,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2025-12-28,16:32,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2025-12-28,16:31,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2025-12-28,12:28,이체,미분류,미분류,출금 내역,-20,KRW,NH주거래우대통장,
2025-12-28,12:28,이체,미분류,미분류,입금 내역,152,KRW,NH주거래우대통장,
2025-12-28,06:32,이체,현금,미분류,THIDA TUN,-11900,KRW,신한 주거래 우대통장(S-lite),
2025-12-27,23:12,지출,교통,철도,한국철도공사,5800,KRW,카카오페이 간편결제,
2025-12-27,03:23,수입,금융수입,미분류,이자,2,KRW,MY 입출금통장,
2025-12-26,19:17,지출,금융,보험,NH손보102회,-43470,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,18:52,지출,금융,카드,현대카드(주),-1483051,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,18:52,지출,금융,카드,현대카드(주),-11600,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,18:48,이체,카드대금,미분류,KB카드출금,-36300,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,18:35,지출,금융,이자/대출,한국장학재단,-58954,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,18:02,이체,카드대금,미분류,신한카드,-2297635,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,15:15,지출,생활,편의점,GS25 송도AT센터점,-7500,KRW,Air One (에어원) 스카이패스,
2025-12-26,14:27,지출,교통,철도,한국철도공사,5800,KRW,카카오페이 간편결제,
2025-12-26,14:27,지출,교통,철도,한국철도공사,23400,KRW,카카오페이 간편결제,
2025-12-26,14:24,지출,교통,철도,한국철도공사,-29200,KRW,카카오페이 간편결제,
2025-12-26,14:23,이체,이체,미분류,카카오페이,-29200,KRW,신한 주거래 우대통장(S-lite),
2025-12-26,11:12,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,Air One (에어원) 스카이패스,
2025-12-26,06:05,지출,금융,증권/투자,311243546349,-71342,KRW,신한 주거래 우대통장(S-lite),
2025-12-25,19:54,이체,현금,미분류,THIDA TUN,-1112197,KRW,NH주거래우대통장,
2025-12-25,17:10,지출,교통,철도,한국철도공사,-29200,KRW,카카오페이 간편결제,
2025-12-25,17:08,이체,이체,미분류,카카오페이,-29200,KRW,신한 주거래 우대통장(S-lite),
2025-12-25,17:05,지출,교통,철도,한국철도공사,-29200,KRW,카카오페이 간편결제,
2025-12-25,17:05,이체,이체,미분류,카카오페이,-29199,KRW,신한 주거래 우대통장(S-lite),
2025-12-25,14:14,지출,온라인쇼핑,인터넷쇼핑,인터넷상거래,-4000,KRW,Air One (에어원) 스카이패스,
2025-12-25,09:09,지출,여행/숙박,해외결제,외화사신금액,-7247650,KRW,저축예금,
2025-12-25,02:04,지출,온라인쇼핑,서비스구독,Netflix.com,-17000,KRW,Air One (에어원) 스카이패스,
2025-12-24,17:25,이체,현금,미분류,THIDA TUN,-5000000,KRW,저축예금,
2025-12-24,16:44,지출,온라인쇼핑,인터넷쇼핑,윈넷(비)_스마트로,-2000,KRW,Air One (에어원) 스카이패스,
2025-12-24,15:20,지출,주거/통신,관리비,KB아파트관리비,-215310,KRW,KT DC Plus KB국민카드,
2025-12-24,13:21,지출,주거/통신,관리비,환전지갑신청(0996CCS25D050179),-7297700,KRW,저축예금,
2025-12-24,10:35,지출,생활,편의점,코레일유통주식회사(부개역),-10000,KRW,Air One (에어원) 스카이패스,
2025-12-24,09:53,지출,주거/통신,관리비,환전지갑신청(0996CCS25D045925),-7319250,KRW,저축예금,
2025-12-24,09:19,지출,여행/숙박,해외결제,외화사신금액,-7361850,KRW,저축예금,
2025-12-24,03:51,수입,급여,미분류,급여,3207842,KRW,신한 주거래 우대통장(S-lite),
2025-12-23,19:34,이체,저축,미분류,(주)대한항공,179000,KRW,신한 주거래 우대통장(S-lite),
2025-12-23,19:00,지출,카페/간식,도넛/핫도그,카페 앨리스,-4500,KRW,Air One (에어원) 스카이패스,
2025-12-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2025-12-23,00:00,지출,여행/숙박,항공권,(주)대한항공(항공권),179000,KRW,국민내일배움 FANtastic S 체크,
2025-12-22,19:46,지출,뷰티/미용,헤어샵,하르르,-9000,KRW,Air One (에어원) 스카이패스,
2025-12-22,12:22,지출,식비,식재료,씨제이프레시웨이주식회사,-6100,KRW,Air One (에어원) 스카이패스,
2025-12-22,07:11,지출,금융,보험,KB손017 12,-13000,KRW,신한 주거래 우대통장(S-lite),
2025-12-22,05:05,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-12-22,05:05,지출,자동차,통행료,서울터널,-2700,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2025-12-21,13:45,이체,이체,미분류,나윤정,50000,KRW,신한 주거래 우대통장(S-lite),
2025-12-20,15:39,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-35700,KRW,카카오페이 간편결제,
2025-12-20,10:54,지출,자동차,주차,스마트로-세외수입(비인증),-450,KRW,Air One (에어원) 스카이패스,
2025-12-20,10:49,이체,저축,미분류,예금결산이자,5,KRW,우리 SUPER주거래 통장,
2025-12-20,10:39,지출,의료/건강,약국,메디팜하나로약국,-5000,KRW,Air One (에어원) 스카이패스,
2025-12-20,10:10,이체,저축,미분류,예금결산이자,0,KRW,WON 통장,
2025-12-20,04:26,이체,투자,미분류,09.20~12.19,0,KRW,저축예금,
2025-12-20,04:10,이체,미분류,미분류,입금 내역,2,KRW,저축예금,
2025-12-20,03:31,이체,투자,미분류,09.20~12.19,759,KRW,신한 주거래 우대통장(S-lite),
2025-12-20,03:22,이체,투자,미분류,09.20~12.19,0,KRW,신한S-MORE(에스모어)포인트통장,
2025-12-20,03:16,이체,투자,미분류,09.20~12.19,0,KRW,U드림 저축예금 (인터넷전용),
2025-12-20,02:53,이체,투자,미분류,09.20~12.19,0,KRW,사이버증권거래저축예금,
2025-12-19,18:43,지출,교통,대중교통,(주)이비카드,-30000,KRW,카카오페이 간편결제,
2025-12-18,12:35,이체,저축,미분류,THIDA TUN,6830000,KRW,신한 주거래 우대통장(S-lite),
2025-12-18,12:35,이체,저축,미분류,THIDA TUN,8000000,KRW,신한 주거래 우대통장(S-lite),
2025-12-17,19:49,지출,생활,마트,홈플러스익스프레스  인천부개역점,-3490,KRW,Air One (에어원) 스카이패스,
2025-12-17,13:01,지출,교통,대중교통,서울시설공단,-1200,KRW,카카오페이 간편결제,
2025-12-17,12:28,지출,식비,한식,주식회사 이천면옥,-30000,KRW,Air One (에어원) 스카이패스,
2025-12-17,00:00,지출,온라인쇼핑,서비스구독,구글페이먼트코리아 유한회사,26194,KRW,Air One (에어원) 스카이패스,
2025-12-16,21:10,지출,교통,택시,주식회사 티머니,-3000,KRW,카카오페이 간편결제,
2025-12-16,21:10,지출,교통,택시,주식회사 티머니,-31500,KRW,카카오페이 간편결제,
2025-12-16,20:12,지출,교통,택시,주식회사 티머니,-33500,KRW,카카오페이 간편결제,
2025-12-16,20:12,지출,교통,택시,주식회사 티머니,33500,KRW,카카오페이 간편결제,
2025-12-16,14:36,지출,식비,식재료,씨제이프레시웨이주식회사,-5000,KRW,Air One (에어원) 스카이패스,
